handle,title,Product Type,Category,tags,SKU,Weight,Better Home Price,Retail Price,Description,Brand,Material,Returns Policy,Warranty,url,Color,Finish,Material,Style,Image Src
ashirvad-triple-layer-pure-water-storage-tank-1000-litres,Ashirvad Triple Layer Pure Water Storage Tank 1000 Litres,Water Tank,Uncategorized,"Water Storage Tanks, Water Tank",HAWA0138-24434176,0.0,9176.0,10000.0,The Ashirvad Pure Water Storage Tanks are manufactured with a triple layer polymer construction that makes the tank highly durable and resilient. Equipped with the proven Nano-Silver technology Ashirvad Pure Tanks are coated with an inner anti-bacterial surface that prevents internal growth and infestations on the surface making it suitable for storing drinking water. Layer distribution Outer Layer UV Stable - Makes the tank long lasting Middle Layer Imparts additional strength and restricts entry of harmful UV Rays Inner Layer Anti-bacterial Anti-viral Anti-algae Anti-fungal-Ensures safety and hygiene,Ashirvad,,Immediately return goods on delivery in case of any damages found.,10 Years manufacturer warranty,https://betterhomeapp.com/products/ashirvad-triple-layer-pure-water-storage-tank-1000-litres,Yellow,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Ashirvad-Water-Tank-Pure-Three-Layer-Dimension.png?v=1725868634
ashirvad-triple-layer-pure-water-storage-tank-1000-litres,Ashirvad Triple Layer Pure Water Storage Tank 1000 Litres,Water Tank,Uncategorized,"Water Storage Tanks, Water Tank",HAWA0138-24441206,0.0,9176.0,10000.0,The Ashirvad Pure Water Storage Tanks are manufactured with a triple layer polymer construction that makes the tank highly durable and resilient. Equipped with the proven Nano-Silver technology Ashirvad Pure Tanks are coated with an inner anti-bacterial surface that prevents internal growth and infestations on the surface making it suitable for storing drinking water. Layer distribution Outer Layer UV Stable - Makes the tank long lasting Middle Layer Imparts additional strength and restricts entry of harmful UV Rays Inner Layer Anti-bacterial Anti-viral Anti-algae Anti-fungal-Ensures safety and hygiene,Ashirvad,,Immediately return goods on delivery in case of any damages found.,10 Years manufacturer warranty,https://betterhomeapp.com/products/ashirvad-triple-layer-pure-water-storage-tank-1000-litres,Blue,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Ashirvad-Water-Tank-3-Layer-Sliced-View.jpg?v=1725868634
ashirvad-triple-layer-pure-water-storage-tank-1000-litres,Ashirvad Triple Layer Pure Water Storage Tank 1000 Litres,Water Tank,Uncategorized,"Water Storage Tanks, Water Tank",HAWA0138-24441207,0.0,9176.0,10000.0,The Ashirvad Pure Water Storage Tanks are manufactured with a triple layer polymer construction that makes the tank highly durable and resilient. Equipped with the proven Nano-Silver technology Ashirvad Pure Tanks are coated with an inner anti-bacterial surface that prevents internal growth and infestations on the surface making it suitable for storing drinking water. Layer distribution Outer Layer UV Stable - Makes the tank long lasting Middle Layer Imparts additional strength and restricts entry of harmful UV Rays Inner Layer Anti-bacterial Anti-viral Anti-algae Anti-fungal-Ensures safety and hygiene,Ashirvad,,Immediately return goods on delivery in case of any damages found.,10 Years manufacturer warranty,https://betterhomeapp.com/products/ashirvad-triple-layer-pure-water-storage-tank-1000-litres,Green,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/Ashirvad-Water-Tank-Three-Layer-Description.png?v=1725868634
spais-3-layer-water-tank-1000l,Spais 3 Layer Water Tank 1000L,Water Tank,Uncategorized,"4 pvc 45 degree elbow, 45 degree corner cabinet hinges, adhesive door stopper, best lockset 45h, bicycle repair tool kit, bosch concrete drill bits, brass cabinet hardware pulls, c pull handle, carbon steel round bar, catches and latches, ceramic drawer knobs, door handles protector, dremel drill chuck, electric door closer, electric plunger lock, electronic lock for outdoor gate, electronic office door locks, flow gold cpvc, godrej internal door locks, gold knobs, heavy duty door stop, installing a glass shower panel, jackson overhead concealed closer, kirloskar chhotu 0.5 hp price, kitchen cabinet door hinges types, kitchen cabinet doors not flush, kitchen cabinet hinges near me, loc doc, long hinges for cabinets, orange glass door knobs, oversized cabinet knobs, pantry door lock, portable gas welding kit, power washer replacement parts, pumps and irrigation, rotary tool accessories, sds tile drill bit, security door digital lock, short radius elbow, shower door rollers, sliding glass door handle with latch, sliding wardrobe design with mirror, steel cabinet locking handles, Water Storage Tanks, Water Tank, water tank 100 litre price, Water Tanks, wicker door knobs, wire rod grades, wooden knobs for wardrobes",HAWA0128-23785189,0.0,6500.0,7200.0,The Spais cool range of Anti Bacterialwater storage tanks has been designed to keep your water pure safe and cold Virgin Raw Material Odour free Plastic layer Light weight yet super strong Threaded lid,Spais,,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty,https://betterhomeapp.com/products/spais-3-layer-water-tank-1000l,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/92bbe070-0eb6-4801-8011-506c3a17205c_tinywow_cf382945-f8d9-470b-be5c-8bdcb96c3f0f_m3_31266479.webp?v=1695240228
spais-3-layer-water-tank-1000l,Spais 3 Layer Water Tank 1000L,Water Tank,Uncategorized,"4 pvc 45 degree elbow, 45 degree corner cabinet hinges, adhesive door stopper, best lockset 45h, bicycle repair tool kit, bosch concrete drill bits, brass cabinet hardware pulls, c pull handle, carbon steel round bar, catches and latches, ceramic drawer knobs, door handles protector, dremel drill chuck, electric door closer, electric plunger lock, electronic lock for outdoor gate, electronic office door locks, flow gold cpvc, godrej internal door locks, gold knobs, heavy duty door stop, installing a glass shower panel, jackson overhead concealed closer, kirloskar chhotu 0.5 hp price, kitchen cabinet door hinges types, kitchen cabinet doors not flush, kitchen cabinet hinges near me, loc doc, long hinges for cabinets, orange glass door knobs, oversized cabinet knobs, pantry door lock, portable gas welding kit, power washer replacement parts, pumps and irrigation, rotary tool accessories, sds tile drill bit, security door digital lock, short radius elbow, shower door rollers, sliding glass door handle with latch, sliding wardrobe design with mirror, steel cabinet locking handles, Water Storage Tanks, Water Tank, water tank 100 litre price, Water Tanks, wicker door knobs, wire rod grades, wooden knobs for wardrobes",HAWA0128-23785190,0.0,6500.0,7200.0,The Spais cool range of Anti Bacterialwater storage tanks has been designed to keep your water pure safe and cold Virgin Raw Material Odour free Plastic layer Light weight yet super strong Threaded lid,Spais,,Immediately return goods on delivery in case of any damages found.,5 Years Manufacturer Warranty,https://betterhomeapp.com/products/spais-3-layer-water-tank-1000l,Yellow,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/dd83bffd-e0b4-4663-a52a-ebea963ab5ae_tinywow_a8eab108-b3ac-4fb0-95f8-7e3a6d4adbd7_e1c8117e-14c2-4cd5-b4ac-4235ec96e289_m1_31266564.webp?v=1695240231
ozone-glass-door-handle-ogh-55,Ozone Glass Door Handle OGH-55,Glass Hardware,,"Architectural Glass Hardware, Glass Hardware, Home Decor",HWGL1004-4352,0.0,2860.0,4106.0,H Type handle Stainless Steel Available in PSSSSS Finish,Ozone,,Immediately return goods on delivery in case of any damages found.,1 year manufacturer warranty,https://betterhomeapp.com/products/ozone-glass-door-handle-ogh-55,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/e1da73d7-036f-49d8-9ffa-742446d16ca3_HWGL1004_1.webp?v=1695240215
ozone-floor-spring-fs-8400-s-std,Ozone Floor Spring FS-8400-S STD,Glass Fitting,,"Door Fitting, GLASS MIRROR, Home Decor",HWGL1003-4255,0.0,9045.0,13623.0,Cam Action Floor Spring with Closing Force EN3 Double Cylinder with Stronger Spring Inside,Ozone,,Immediately return goods on delivery in case of any damages found.,7 years warranty,https://betterhomeapp.com/products/ozone-floor-spring-fs-8400-s-std,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/HWGL1003_1.jpg?v=1695240207
ozone-hydraulic-bottom-patch-ocfh-100s-std,Ozone Hydraulic Bottom Patch OCFH-100S STD,Glass Fitting,,"Door Fitting, GLASS MIRROR, Home Decor",HWGL1001-3973,0.0,12508.0,18809.0,The original self closing patch fitting Suitable door weight Max 100kg Suitable door thickness 812mm Suitable door width 750 -1000mm Ideal for Internal Doors also available in gold matt Maximum opening 150deg and controlled 135deg EN-3 for interior exterior applications,Ozone,,Immediately return goods on delivery in case of any damages found.,3 years manufacturer warranty,https://betterhomeapp.com/products/ozone-hydraulic-bottom-patch-ocfh-100s-std,SSS,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/1d9cef85-60c3-41fb-a47f-866963e32793_HWGL1001_1.webp?v=1695240198
ozone-hydraulic-bottom-patch-ocfh-100s-std,Ozone Hydraulic Bottom Patch OCFH-100S STD,Glass Fitting,,"Door Fitting, GLASS MIRROR, Home Decor",HWGL1001-3972,0.0,14354.0,21631.0,The original self closing patch fitting Suitable door weight Max 100kg Suitable door thickness 812mm Suitable door width 750 -1000mm Ideal for Internal Doors also available in gold matt Maximum opening 150deg and controlled 135deg EN-3 for interior exterior applications,Ozone,,Immediately return goods on delivery in case of any damages found.,3 years manufacturer warranty,https://betterhomeapp.com/products/ozone-hydraulic-bottom-patch-ocfh-100s-std,Black,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/42dde9b4-8b0a-465a-b8f1-3629ff8dc759_HWGL1001_2.webp?v=1695240199
ozone-nsk-680-std-silver-overhead-door-closer-scissor-arm-with-adjustable-power,Ozone NSK-680 STD Silver Overhead Door Closer Scissor Arm with Adjustable Power,Door Fitting,,"Door Fitting, GLASS MIRROR, Home Decor",HWGL1005-4353,0.0,2369.0,3315.0,Rack and Pinion Overhead Door Closer with Adjustable closing force EN 2-4,Ozone,,Immediately return goods on delivery in case of any damages found.,1 year warranty,https://betterhomeapp.com/products/ozone-nsk-680-std-silver-overhead-door-closer-scissor-arm-with-adjustable-power,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/3a296f2d-dfec-47ce-8169-00785c021fee_HWGL1005-2.jpg?v=1695240189
rak-ceramics-mistral-half-pedestal-wash-basin,RAK Ceramics Mistral Half Pedestal Wash Basin,Wash Basin,,"Basin, Wash Basin, Wash Basins",SAWA0381-24119486,0.0,7651.0,10140.0,Color Alpine White Suites RAK-MISTRAL,RAK Ceramics,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/rak-ceramics-mistral-half-pedestal-wash-basin,Alpine White,,,Whole Set Wash BasinPedestal,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/31004aad-5b0c-414e-949b-e9b2ce4e713c_saas1.jpg?v=1695240117
rak-ceramics-mistral-half-pedestal-wash-basin,RAK Ceramics Mistral Half Pedestal Wash Basin,Wash Basin,,"Basin, Wash Basin, Wash Basins",SAWA0381-24119487,0.0,2555.0,3320.0,Color Alpine White Suites RAK-MISTRAL,RAK Ceramics,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/rak-ceramics-mistral-half-pedestal-wash-basin,Alpine White,,,RAK-Mistral Half Pedestal,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/31004aad-5b0c-414e-949b-e9b2ce4e713c_saas1.jpg?v=1695240117
rak-ceramics-mistral-half-pedestal-wash-basin,RAK Ceramics Mistral Half Pedestal Wash Basin,Wash Basin,,"Basin, Wash Basin, Wash Basins",SAWA0381-24119488,0.0,5089.0,6820.0,Color Alpine White Suites RAK-MISTRAL,RAK Ceramics,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/rak-ceramics-mistral-half-pedestal-wash-basin,Alpine White,,,MS0101AWHA Mistral Wash Basin 65cm,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/31004aad-5b0c-414e-949b-e9b2ce4e713c_saas1.jpg?v=1695240117
jaquar-vignette-rimless-wall-hung-wc-vgs-wht-81953uf,Jaquar Vignette Rimless Wall Hung WC VGS-WHT-81953UF,Toilet,,"Bathroom and Kitchen fixtures, Commode, rimless toilet seat, rimless wc, sanitary ware india, Sanitaryware, Toilet, toilet seat, Vignette rimless seat, vignette toilet seat, vignette wc, Wall hung toilet seat, wall hung water closet, wall hung wc, Water Closet, Western Toilet",SACO0209-24649067,0.0,19900.0,19900.0,Rimless Wall Hung WC With UF Soft Close Seat Cover Hinges Accessories Set Size 390x570x365 mm,Jaquar,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center,https://betterhomeapp.com/products/jaquar-vignette-rimless-wall-hung-wc-vgs-wht-81953uf,,,,Whole set,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/933fde36-579b-4444-ac7b-3801c153e4fe_tinywow_51550e9d-5cfe-4fa2-bfe7-0e86da11dc8a_Screenshot_202022-03-12_20121322_20_1__31200167.webp?v=1695240085
jaquar-queens-prime-faucet-qqp-chr-7079nkpm,Jaquar Queens Prime Faucet QQP-CHR-7079NKPM,Faucet,,"Bathroom and Kitchen fixtures, Bathroom Fittings, Faucet, Faucets, Jaquar single lever hi-flow diverter, Single lever Hi-flow diverter, Tap, Water Taps",SAFA0391-24648996,0.0,2250.0,2250.0,Single Lever Exposed Parts Kit of Hi-flow Diverter Consisting of Operating Lever Cartridge Sleeve Wall Flange with Seals Button Assembly Sleeve Button Compatible with Item ALD-079N,Jaquar,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center,https://betterhomeapp.com/products/jaquar-queens-prime-faucet-qqp-chr-7079nkpm,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/1c63a43b-9f5f-4eb0-ae97-5d91bddbbab9_Screenshot_202022-03-12_20120544.png?v=1695240077
jaquar-continental-sink-cock-con-chr-347knm,Jaquar Continental Sink Cock CON-CHR-347KNM,Faucet,,"Bathroom and Kitchen fixtures, Bathroom Fittings, continental sink cock, continental sink tap, Faucet, faucet for bathroom sink, Faucets, faucets and sinks, Faucets sink, faucets sinks, kitchen faucet, Kitchen tap, Sink cock, Tap, Water Taps",SAFA0390-24648921,0.0,1975.0,1975.0,Sink Cock with Swinging Spout Wall Mounted Model,Jaquar,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center,https://betterhomeapp.com/products/jaquar-continental-sink-cock-con-chr-347knm,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/7c6e34b3-235a-428f-848a-45ae32713686_Screenshot_202022-03-12_20110416.png?v=1695240068
jaquar-florentine-sink-mixer-flr-chr-5309n,Jaquar Florentine Sink Mixer FLR-CHR-5309N,Faucet,,"Bathroom and Kitchen fixtures, Bathroom Fittings, Faucet, faucet for bathroom sink, Faucets, faucets and sinks, Faucets sink, faucets sinks, florentine sink mixer, florentine sink mixers, kitchen faucet, Kitchen mixer, Kitchen tap, Tap, wall mounted sink mixers, Water Taps",SAFA0388-24648778,0.0,4650.0,4650.0,Sink Mixer with Regular Swinging Spout Wall Mounted Model With Connecting Legs Wall Flanges,Jaquar,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center,https://betterhomeapp.com/products/jaquar-florentine-sink-mixer-flr-chr-5309n,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/51f25158-fcde-43fe-ae22-97f795690530_Screenshot_202022-03-12_20101929.png?v=1695240060
parryware-jade-kitchen-sink-mixer-g0235a1,Parryware Jade Kitchen Sink Mixer G0235A1,Faucet,,"Bathroom Fittings, catalogue PARRYWARE, Faucet, Faucets, JADE, Tap, Water Taps",SAFA0372-24519892,0.0,3246.0,4170.0,Aerator type Integrated aerator Application place Kitchen sink Excentrics included,Parryware,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/parryware-jade-kitchen-sink-mixer-g0235a1,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/7ae8cde2-5051-4f9a-8f96-57d28f70de9d_p1.jpg?v=1695240042
parryware-hand-shower-t9902a1,Parryware Hand Shower T9902A1,Hand Shower,,"Bathroom and Kitchen fixtures, catalogue PARRYWARE, Hand Shower, HAND SHOWERS, Handheld Showers, Parryware, Parryware Single Flow Hand Shower, T9902A1",HAHA0018-11349646,0.0,1158.0,1460.0,Single Flow Hand Shower with hose clutch,Parryware,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/parryware-hand-shower-t9902a1,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/getTransformation.jpg?v=1695240033
parryware-pillar-cock-jade-faucet-g0202a1,Parryware Pillar Cock Jade Faucet G0202A1,Faucet,,"Basin Taps, Bathroom Fittings, Faucet, Faucets, G0202A1, Parryware, Parryware Jade Pillar Faucet With Aerator, Tap, Water Taps",SATA0430-11349631,0.0,1097.0,1320.0,Piller Cock with Aerator Short Body Pillar Cock Collection Jade,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-pillar-cock-jade-faucet-g0202a1,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/4511263b-c421-49f2-9519-6943c0622e0d_tinywow_SATA0430_31217487.webp?v=1695240027
parryware-orissa-commode-pan-c0117,Parryware Orissa Commode Pan C0117,Toilet,,"Bathroom and Kitchen fixtures, C0117, catalogue PARRYWARE, Colour White, Commode, ORRISA, Pans Urinals, Parryware, Parryware Orissa Squatting Pan, Sanitaryware, Toilet, Water Closet, WC, Western Toilet",SACO0100-11349598,0.0,1694.0,2200.0,Parryware Orissa Commode Pan C0117 WC Series Asian Commode Pan Color White,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-orissa-commode-pan-c0117,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SACO0100.jpg?v=1695240019
parryware-wall-hung-wash-basin-tapti-c0490-white,Parryware Wall Hung Wash Basin Tapti C0490-White,Wash Basin,,"Basin, catalogue PARRYWARE, TAPTI, Wash Basin",SAWA0101-11349592,0.0,1478.0,1790.0,Parryware Wall Hung Wash Basin Tapti C0490-White Basin Series Tapti Basin Type Wall Hung Wash Basin,Parryware,,Immediately return goods on delivery in case of any damages found.,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-wall-hung-wash-basin-tapti-c0490-white,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/SAWA0101.jpg?v=1695240011
roca-victoria-basin-tap-rt5a4225ca1,Roca Victoria Basin Tap RT5A4225CA1,Faucet,,"Bathroom Fittings, Faucet, Tap, Water Taps",SATA0294-11349302,0.0,2466.0,2920.0,Victoria Cold Taps Victoria-Piller Cock Basin tap Application place Basin Finish Chrome Installation type Deck-mounted,Roca,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/roca-victoria-basin-tap-rt5a4225ca1,Chrome,,,Pillar Cock,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/c3d8d5ec-1bfa-4360-b588-fb961e817682_tinywow_SATA0294_31806923.webp?v=1695240003
roca-puzzle-square-shower-jet-rf5b3778c00,Roca Puzzle Square Shower Jet RF5B3778C00,Shower,,"Bathroom and Kitchen fixtures, Bathroom Shower Set, Body Shower, OverHead Shower, Shower, Shower Arm, Shower Panel, Shower Rail, Shower Set",HABO0001-11349258,0.0,10743.0,12780.0,Puzzle Body Jet SQUARE-Concealed swivel jet for shower spaces Length 124 mm. Width 79 mm. Height 124 mm. Adjustable Finish Chrome Installation type Built-in,Roca,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/roca-puzzle-square-shower-jet-rf5b3778c00,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/HABO0001.jpg?v=1695239995
roca-victoria-wall-mounted-gel-dispenser-ra816678001,Roca Victoria Wall Mounted Gel Dispenser RA816678001,Soap Dispenser,,"Bath Accessories, Bathroom Accessories, Bathroom and Kitchen fixtures, Soap Dispenser",SASO0003-11349221,0.0,3535.0,4490.0,Victoria-Wall-mounted glass dispenser Wall-mounted gel dispenser Can be installed with screws or adhesive Installation type Wall-mounted Material Glass Metal,Roca,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/roca-victoria-wall-mounted-gel-dispenser-ra816678001,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/24bded8e-160a-48f4-ad56-82786241066a_tinywow_SASO0003_31973441.webp?v=1695239987
roca-escuadra-wall-mounted-two-way-tap-rt5a9320ca1,Roca Escuadra Wall-mounted two-way tap RT5A9320CA1,Faucet,,"Bathroom Fittings, Faucet, Tap, Water Taps",SATA0255-11349189,0.0,4623.0,5770.0,Wall-mounted two-way tap,Roca,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/roca-escuadra-wall-mounted-two-way-tap-rt5a9320ca1,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/2a519aac-f8d9-4f6f-8f45-ee0651e4132b_tinywow_7413e2d8-8773-4b30-87c3-6a88ed65630f_Roca1_31805878.webp?v=1695239980
roca-escuadra-built-in-bath-shower-mixer-rt5a0620ca1,Roca Escuadra Built-in bath-shower mixer RT5A0620CA1,Faucet,,"Bathroom Fittings, Faucet",SATA0251-11349177,0.0,12982.0,15440.0,Built-in bath-shower mixer,Roca,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/roca-escuadra-built-in-bath-shower-mixer-rt5a0620ca1,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/eb9ad581-59e8-4eb3-ac7e-41f7a4b9d938_Roca4tiny.webp?v=1695239973
roca-nexo-rimless-wall-hung-water-closet-rs34664l000,Roca Nexo Rimless Wall Hung Water Closet RS34664L000,Toilet,Uncategorized,"Commode, Sanitaryware, Toilet, Water Closet, Western Toilet",SACO0055-11349176,0.0,25735.0,29340.0,Vitreous china Rimless wall-hung WC with horizontal outlet Back to wall Fixing kit Included Flushing system Washdown Installation type Wall-hung Outlet type Horizontal Rimless Shape Round Roca Closet Nexo Rimless RS34664L000-White Roca Seat Cover RE80N612461-White,Roca,,Immediately return goods on delivery in case of any damages found.,Manufacture warranty Please contact the brand service center.,https://betterhomeapp.com/products/roca-nexo-rimless-wall-hung-water-closet-rs34664l000,,,,Wall Hung Water Closet,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/9c82aef3-b001-4ef9-ad19-ed5fe60ae043_tinywow_SACO0055_31197796.webp?v=1695239965
jaquar-health-faucet-ald-chr-577,Jaquar Health Faucet ALD-577,Faucet,,"back flow prevtor health faucet, Bathroom and Kitchen fixtures, Bathroom Fittings, Faucet, Faucets, flexible pipe health faucet, hand shower, health faucet, jaquar health faucet, Tap, toilet hand shower, toilet health faucet, Water Taps, wc hand shower toilet shower",SATA0045-11348849,0.0,1725.0,3450.0,Hand Shower Health Faucet With 8mm Dia 1 Meter Long Flexible Tube Wall Hook with N.R.V Back Flow Preventer Finish Chrome,Jaquar,,Immediately return goods on delivery in case of any damages found.,10 year manufacturer warranty,https://betterhomeapp.com/products/jaquar-health-faucet-ald-chr-577,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/9e5a4050-2b64-45e9-aded-945aa111ab89_tinywow_SATA0045_31216892.webp?v=1695239956
jaquar-overhead-shower-ohs-chr-1605,Jaquar OverHead Shower OHS-CHR-1605,Shower,,"Bathroom and Kitchen fixtures, Bathroom Fixtures, Bathroom Shower Set, Bathroom Showers, Handheld Showers, jaquar maze, Jaquar Showers, maze shower, maze square showers, OverHead Shower, Overhead Showers, Shower, Shower Arm, Shower Bath, Shower Holder, Shower Panels, Shower Rail, Shower Set, Shower Tube, Showers",SWOS1002-8626,0.0,4500.0,4500.0,Maze Overhead Shower 150X150mm Square Shape Single Flow Body Face Plate Stainless Steel with Chrome Finish with Rubit Cleaning System,Jaquar,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/jaquar-overhead-shower-ohs-chr-1605,Chrome,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/ca0206a7-ca34-4b39-8027-7a3044631e41_tinywow_Jaquar_20OverHead_20Shower_31221394_20_1.webp?v=1695239948
jaquar-instant-electric-1-ltr-water-heater,Jaquar Instant Electric 1 Ltr Water Heater INS-WHT-3KW01,Water Heater,,"Electricals, Water Heater Geyser Water Geyser Heater Jaquar water heaters water heater electric best water heater brand in india instant hot water heaters jaquar instant water heater instant water geyser 1 litres water geyger instant water heater",SWWH1001-8043,0.0,3650.0,3650.0,The perfect instant water heater for kitchens VolumeL 1 Rated Wattage 3 Kw 4.5Kw Voltage Frequency VHz 230V 50Hz Temperature Range 25 c to 75 c Working Pressure Mpa 6.5 Bar Inlet Outlet Connection Inch 12 Inner Container Material Stainless Steel,Jaquar,,Immediately return goods on delivery in case of any damages found.,5 Years on Tank 2 Years on Heating Element 2 Years on Other Parts,https://betterhomeapp.com/products/jaquar-instant-electric-1-ltr-water-heater,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/6edf1710-45bd-4305-b880-92ecb7144ec9_SWWH1001_1.jpg?v=1695239939
venus-celo-10-litre-storage-water-heater,Venus Celo 10-Litre Storage Water Heater Vertical,Water Heater,,Electricals,ELWA0271-24835337,0.0,6575.0,9245.0,Celo water heaters is an excellent product that has been designed built to last. It comes with a durable corrosion resistant porcelain enamel tank. It is designed to be Hard Water Proof with Scale guard Technology. An updated and pleasing design with metallic finish colours lends this model a new grace charm to blend with your bathroom decor.,Venus,,Immediately return goods on delivery in case of any damages found.,Manufacturer Guarantee 7 Years on Inner Tank 2 Years on Heating Element 2 Years on Product,https://betterhomeapp.com/products/venus-celo-10-litre-storage-water-heater,Ivory,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/20221207122750celo-image-2.jpg?v=1711716528
venus-celo-10-litre-storage-water-heater,Venus Celo 10-Litre Storage Water Heater Vertical,Water Heater,,Electricals,ELWA0271-24835338,0.0,6575.0,9245.0,Celo water heaters is an excellent product that has been designed built to last. It comes with a durable corrosion resistant porcelain enamel tank. It is designed to be Hard Water Proof with Scale guard Technology. An updated and pleasing design with metallic finish colours lends this model a new grace charm to blend with your bathroom decor.,Venus,,Immediately return goods on delivery in case of any damages found.,Manufacturer Guarantee 7 Years on Inner Tank 2 Years on Heating Element 2 Years on Product,https://betterhomeapp.com/products/venus-celo-10-litre-storage-water-heater,White,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/20221207122750celo-image-3.jpg?v=1711716528
polycab-superb-heavy-duty-exhaust-fan,Polycab SuperB Heavy Duty Exhaust Fan,Exhaust Fan,,Electricals,ELEX0083-24834518,0.0,5334.0,7200.0,Superb Heavy Duty,Polycab,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/polycab-superb-heavy-duty-exhaust-fan,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/22ff1cd3-94d4-47f7-839f-e5b58ce29ce6_tinywow_superb_20heavyduty.webp?v=1695239923
polycab-superb-heavy-duty-exhaust-fan,Polycab SuperB Heavy Duty Exhaust Fan,Exhaust Fan,,Electricals,ELEX0083-24834520,0.0,3740.0,5000.0,Superb Heavy Duty,Polycab,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/polycab-superb-heavy-duty-exhaust-fan,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/22ff1cd3-94d4-47f7-839f-e5b58ce29ce6_tinywow_superb_20heavyduty.webp?v=1695239923
polycab-superb-heavy-duty-exhaust-fan,Polycab SuperB Heavy Duty Exhaust Fan,Exhaust Fan,,Electricals,ELEX0083-24834521,0.0,2717.0,3600.0,Superb Heavy Duty,Polycab,,Immediately return goods on delivery in case of any damages found.,,https://betterhomeapp.com/products/polycab-superb-heavy-duty-exhaust-fan,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/22ff1cd3-94d4-47f7-839f-e5b58ce29ce6_tinywow_superb_20heavyduty.webp?v=1695239923
