handle,title,Product Type,Category,tags,SKU,Weight,Better Home Price,Retail Price,Description,Brand,Features,Material,Returns Policy,Manufacturer URL,Warranty,url,Color,Finish,Material,Style,Image Src,Image Alt Text
parryware-euclid-concealed-diverter-upper-trim-g2350a1,Parryware Euclid Concealed Diverter Upper Trim G2350A1,Faucet,,,HAFA0906-22371794,0.0,1627.0,2030.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Type : Single Lever Range| Model : Euclid| Aerator type: Integrated aerator| Finish: Chrome| Flow rate (l/min - 3 bar): 9| Installation type: Wall-mounted| Number of ways: 2,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-euclid-concealed-diverter-upper-trim-g2350a1mpmsn2r9dpkmeuqd,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-euclid-concealed-diverter-upper-trim-g2350a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/367cada9-9aa9-4a7c-9aa5-50ad50c3b691.jpg?v=1695415168,Parryware Euclid Concealed Diverter Upper Trim G2350A1
parryware-alpha-wall-mounting-sink-mixer-g2735a1,Parryware Alpha Wall Mounting Sink Mixer G2735A1,Faucet,,,HAFA0897-22371779,0.0,3961.0,4980.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Series : Alpha| Lever : Single| Mounting type : Wall| Weight : 5 kg| Finish  Chrome,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-alpha-wall-mounting-sink-mixer-g2735a1mpmsng9vnl6gxdkp,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-wall-mounting-sink-mixer-g2735a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/00144aa7-9cb8-4363-b01d-c4793d939b28.jpg?v=1695415150,Parryware Alpha Wall Mounting Sink Mixer G2735A1
parryware-alpha-swan-neck-pillar-cock-g2703a1,Parryware Alpha Swan Neck Pillar Cock G2703A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0896-22371778,0.0,1950.0,2450.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Series : Alpha| Lever : Single| Weight : 4 kg| Made of: Brass| Suitable For: Bathroom Fitting| Deck Mount Installation Type,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-alpha-swan-neck-pillar-cock-g2703a1mpmsne9j8dnjqr9d,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-swan-neck-pillar-cock-g2703a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/58b90251-dfe9-423a-b128-756eb8e8a959.jpg?v=1695415142,Parryware Alpha Swan Neck Pillar Cock G2703A1
parryware-alpha-deck-mounted-sink-cock-g2738a1,Parryware Alpha Deck Mounted Sink Cock G2738A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0895-22371777,0.0,1950.0,2450.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Series : Alpha| Lever : Single| Mounting type : Deck| Weight : 5 kg| Finish  Chrome,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-alpha-deck-mounted-sink-cock-g2738a1mpmsne9j8dnj2r9d,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-deck-mounted-sink-cock-g2738a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/2882c992-20e7-4c73-9aed-0fa6d83b9403.jpg?v=1695415133,Parryware Alpha Deck Mounted Sink Cock G2738A1
parryware-crust-bath-spout-with-diverter-g3128a1,Parryware Crust Bath Spout With Diverter G3128A1,Faucet,,,HAFA0886-22371767,0.0,1400.0,1720.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Diverter: Manual| Finish: Chrome| Flow rate (l/min - 3 bar): 9| Installation type: Wall-mounted| Water connection thread: 1/2,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-crust-bath-spout-with-diverter-g3128a1mpmsn2w6d8v2hy51,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-crust-bath-spout-with-diverter-g3128a1,Chrome Finish,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/a44d7270-1140-4ab2-8a03-7ced8d6ac076.jpg?v=1695415116,Parryware Crust Bath Spout With Diverter G3128A1
parryware-15mm-uno-quarter-single-lever-long-bib-cock-t5006a1,Parryware Uno Quarter Single Lever Long Bib Cock T5006A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0880-22371760,0.0,1089.0,1310.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Series : Uno| Type : Quarter Turn| Inlet Size : 15 mm| Lever : Single| Model : T5006A1| Material : Chrome Plated Brass| Weight : 2 kg,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-15mm-uno-quarter-single-lever-long-bib-cock-t5006a1mpmsn8580v3ex492,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-15mm-uno-quarter-single-lever-long-bib-cock-t5006a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/696f3c8d-3a7b-4e73-8a15-7ba7a67aacd9.jpg?v=1695415098,Parryware 15mm Uno Quarter Single Lever Long Bib Cock T5006A1
parryware-droplet-brass-wall-mixer-with-crutch-g4719a1,Parryware Droplet Brass Wall Mixer with Crutch G4719A1,Faucet,,,HAFA0878-22371758,0.0,4873.0,6320.0,Inlet Connection. Quarter-turn with Ceramic Innerhead. Anti-Corrosive Easy to Clean Easy to Install. Elegant Finish Stunning Shimmering.,Parryware,Series : Droplet| Material : Brass| Finish : Glossy Chrome| Suitable For : Bathroom| Items in Pack : 1 Piece,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-droplet-brass-wall-mixer-with-crutch-g4719a1mpmsn2w6kwi1dzkr,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-droplet-brass-wall-mixer-with-crutch-g4719a1,Chrome Finish,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/af79debb-4bf3-4554-9153-9768e6e7bf75.jpg?v=1695415090,Parryware Droplet Brass Wall Mixer with Crutch G4719A1
parryware-jade-long-spout-bibcock-g0205a1,Parryware Jade Long Spout Bibcock G0205A1,Faucet,,,HAFA0877-22371757,0.0,1316.0,1610.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Model : Jade| Type of Product :	Bib Cock| Sub Type :	Half-turn Range| Material :	Stainless Steel| Hole Diameter :	1.3 cm| Color :	Silver,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-jade-long-spout-bibcock-g0205a1mpmsn2w6kwht1x1d,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-jade-long-spout-bibcock-g0205a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/f9735281-22ad-404e-9b13-3166449aac91.jpg?v=1695415081,Parryware Jade Long Spout Bibcock G0205A1
parryware-32mm-flush-valve-double-flush-concealed-t3305a1,Parryware 40mm Flush Valve Double Flush Concealed T3305A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0871-22371750,0.0,3970.0,5070.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Type  Concealed Dual Flush Valve| Product Code  T3305A1|  Material : Brass| Diameter : 32 mm| Finish : Chorme,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-flush-valve-double-flush-concealed-t3305a1mpmsn2qkhw6cc8tr,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-32mm-flush-valve-double-flush-concealed-t3305a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/d63e5e89-41be-4315-9d28-3d971328f9cb.jpg?v=1695415072,Parryware 32mm Flush Valve Double Flush Concealed T3305A1
parryware-15mm-uno-quarter-single-lever-pillar-cock-t5001a1,Parryware Uno Quarter Single Lever Pillar Cock T5001A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0870-22371749,0.0,964.0,1140.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Series : Uno| Type : Quarter Turn| Inlet Size : 15 mm| Lever : Single| Model : T5001A1| Material : Chrome Plated Brass| Weight : 3 kg,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-15mm-uno-quarter-single-lever-pillar-cock-t5001a1mpmsnrkredm0e89n,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-15mm-uno-quarter-single-lever-pillar-cock-t5001a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/afe417de-ca15-4d5f-b39b-9e32fe2311b2.jpg?v=1695415064,Parryware 15mm Uno Quarter Single Lever Pillar Cock T5001A1
parryware-lapis-wall-mounted-basin-tap-g2056a1,Parryware Lapis Wall Mounted Basin Tap G2056A1,Faucet,,,HAFA0867-22371746,0.0,1841.0,2280.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Type : Tap Wash| Size : 1/2 inch| Model : Lapis Neo| Material : SS,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-self-closing-wall-mounted-basin-tap-g2056a1mpmsnpkepn008q9g,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-lapis-wall-mounted-basin-tap-g2056a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/e563a975-091b-40c1-bb1b-7bead39f3dca.jpg?v=1695415038,Parryware Lapis Wall Mounted Basin Tap G2056A1
parryware-claret-deck-mounted-center-hole-basin-mixer-t4614a1,Parryware Claret Deck Mounted Center Hole Basin Mixer T4614A1,Bathroom Fittings,Hardware Plumbing Plumbing Fixtures,,HAFA0866-22371728,0.0,2719.0,3580.0,Parryware Claret basin mixer is of the finest quality suited for washbasin and bathtub. Be rest assured to get the best in terms of both durability and performance. Buy original Parryware basin mixer at wholesale prices from Better Home.,Parryware,Series : Claret| Type : Quarter Turn Range| Mounting type : Deck| Material : Inner Head: Ceramic| Weight : 5 kg| Finish  Chrome,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-claret-deck-mounted-center-hole-basin-mixer-t4614a1mpmsnv5oo43qjv56,1 year manufacturer warranty,https://betterhomeapp.com/products/parryware-claret-deck-mounted-center-hole-basin-mixer-t4614a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/4109bb9c-bbbb-4a23-a422-affa5d76d8d3.jpg?v=1695415029,Parryware Claret Deck Mounted Center Hole Basin Mixer T4614A1
parryware-15mm-uno-quarter-single-lever-swan-neck-pillar-tap-t5003a1,Parryware Uno Quarter Single Lever Swan Neck Pillar Tap T5003A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0865-22371727,0.0,1485.0,1800.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Series : Uno| Type : Quarter Turn| Inlet Size : 15 mm| Lever : Single| Model : T5003A1| Material : Chrome Plated Brass| Weight : 3 kg,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-15mm-uno-quarter-single-lever-swan-neck-pillar-tap-t5003a1mpmsnl5glzog8yk4,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-15mm-uno-quarter-single-lever-swan-neck-pillar-tap-t5003a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/d3c4da18-e81e-4daa-a687-8890e5668ba4.jpg?v=1695415020,Parryware 15mm Uno Quarter Single Lever Swan Neck Pillar Tap T5003A1
parryware-alpha-cold-start-mid-basin-mixer-g2765a1,Parryware Alpha Cold Start Mid Basin Mixer G2765A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0861-22371723,0.0,2886.0,3690.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Series : Alpha| Lever : Single| Weight : 6 kg| Material	Brass| Coating	Chrome,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-alpha-cold-start-mid-basin-mixer-g2765a1mpmsnekpqlvm2w52,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-cold-start-mid-basin-mixer-g2765a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/d03902ff-d99e-419e-8f5c-34ab1779d521.jpg?v=1695415001,Parryware Alpha Cold Start Mid Basin Mixer G2765A1
parryware-15mm-uno-quarter-single-lever-angle-valve-t5007a1,Parryware Uno Quarter Single Lever Angle Valve T5007A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0859-22371721,0.0,882.0,1070.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Series : Uno| Type : Quarter Turn| Inlet Size : 15 mm| Lever : Single| Model : T5007A1| Material : Chrome Plated Brass| Weight : 2 kg,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-15mm-uno-quarter-single-lever-angle-valve-t5007a1mpmsnrkredm0y89n,,https://betterhomeapp.com/products/parryware-15mm-uno-quarter-single-lever-angle-valve-t5007a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/316f27a1-b563-47f6-ae7e-86267134ef74.jpg?v=1695414983,Parryware 15mm Uno Quarter Single Lever Angle Valve T5007A1
parryware-claret-long-body-bib-cock-t4606a1,Parryware Claret Long Body Bib Cock T4606A1,Bathroom Fittings,Hardware Plumbing Plumbing Fixtures,,HAFA0858-22371720,0.0,1066.0,1320.0,Parryware Claret bib cock is of the finest quality suited for washbasin and bathtub. Be rest assured to get the best in terms of both durability and performance. Buy original Parryware bib cock at wholesale prices from Better Home.,Parryware,Series : Claret| Type : Quarter Turn Range| Material : Inner Head: Ceramic| Weight : 2 kg| Material  Stainless Steel| Finish  Chrome Finished,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-claret-long-body-bib-cock-t4606a1mpmsnpkepenlgd9g,1 year manufacturer warranty,https://betterhomeapp.com/products/parryware-claret-long-body-bib-cock-t4606a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/936b50bf-18f1-4252-8fe0-8e28eb37f8b6.jpg?v=1695414974,Parryware Claret Long Body Bib Cock T4606A1
parryware-15mm-uno-quarter-2-in-1-single-lever-wall-mixer-t5016a1,Parryware Uno Quarter 2-In-1 Single Lever Wall Mixer T5016A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0857-22371719,0.0,4248.0,5670.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Series : Uno| Type : Quarter Turn| Inlet Size : 15 mm| Lever : Single| Model : T5016A1| Material : Chrome Plated Brass| Weight : 7 kg,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-15mm-uno-quarter-2-in-1-single-lever-wall-mixer-t5016a1mpmsn8klpgm42r5v,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-15mm-uno-quarter-2-in-1-single-lever-wall-mixer-t5016a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/6dcbe9f3-97cd-40e6-9f70-7ef0378fb7f4.jpg?v=1695414966,Parryware 15mm Uno Quarter 2-In-1 Single Lever Wall Mixer T5016A1
parryware-alpha-two-way-bib-cock-g2734a1,Parryware Alpha Two Way Bib Cock G2734A1,Faucet,,,HAFA0856-22371718,0.0,1490.0,1800.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Series : Alpha| Lever : Single| Number of Ways : 2| Weight : 2 kg| Series  Single Lever Range| Finish  Chrome,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-alpha-two-way-bib-cock-g2734a1mpmsnr50n6pdz251,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-two-way-bib-cock-g2734a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/baeda743-5453-4367-907c-3fbcc5550923.jpg?v=1695414957,Parryware Alpha Two Way Bib Cock G2734A1
parryware-alpha-single-lever-wall-mixer-for-shower-area-g2754a1,Parryware Alpha Single Lever Wall Mixer for Shower Area G2754A1,Faucet,,Bathroom and Kitchen fixtures,HAFA0855-22371717,0.0,5471.0,6980.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Series : Alpha| Lever : Single| Weight : 7 kg| Type of Product :	Wallmixer with OHS| Material :	Brass| Finish :	Matellic Finish| Mounting :	Wall Mounted,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-alpha-single-lever-wall-mixer-for-shower-area-g2754a1mpmsnnkqglo6rv9x,1 Year Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-single-lever-wall-mixer-for-shower-area-g2754a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/c5b1ff0e-160d-4f78-8324-063b0ed9beb4.jpg?v=1695414948,Parryware Alpha Single Lever Wall Mixer for Shower Area G2754A1
parryware-alpha-wall-mounted-upper-trim-basin-mixer-concealed-body-basin-mixer-set-g2776a1,Parryware Alpha Wall Mounted Upper Trim Basin Mixer Concealed Body Basin Mixer Set G2776A1,Faucet,,,HAFA0854-22371716,0.0,1542.0,1910.0,Parryware is the finest quality and rest assured to get the best in terms of both durability and performance,Parryware,Product Type  Basin Mixer Upper Trim| Product Code  G4876A1| Model  Edge| Series  Single Lever Range| Installation type  Wall-mounted| Finish  Chrome,,Immediately return goods on delivery in case of any damages found.,httpswww.moglix.comparryware-alpha-wall-mounted-upper-trim-basin-mixer-concealed-body-basin-mixer-set-g2776a1mpmsnm9xy1d3mdkj,10 Years Manufacturer Warranty from date of invoice,https://betterhomeapp.com/products/parryware-alpha-wall-mounted-upper-trim-basin-mixer-concealed-body-basin-mixer-set-g2776a1,,,,,https://cdn.shopify.com/s/files/1/0810/5240/1956/files/df79fadb-6a68-4ad5-918b-d2fa5e4b6bfc.jpg?v=1695414939,Parryware Alpha Wall Mounted Upper Trim Basin Mixer Concealed Body Basin Mixer Set G2776A1
